NDISKS	ELAPSED
1313	4.30364
1313	4.31491
1414	8.62528
1414	8.63055
1414	8.61928
1414	8.6368
1414	8.62625
1414	8.6136
1414	8.60648
1414	8.63179
1414	8.63129
1414	8.65108
1414	8.6246
1414	8.64532
1414	8.61471
1414	8.62311
1414	8.63488
1515	17.2286
1515	17.2603
1515	17.2353
1515	17.2226
1515	17.3234
1515	17.2784
1515	17.3089
1515	17.2944
1515	17.2302
1515	17.2674
1515	17.258
1515	17.2921
1515	17.2928
1515	17.3134
1515	17.2642
1616	34.2
1616	34.2
1616	34.2
1616	39.8
1616	39
1616	37.4
1616	37.4
1616	34.2
1616	34.1
1616	34.2
1616	34.2
1616	34.1
1616	34.1
1616	34.1
1616	41.1
1717	68.3
1717	68.3
1717	68.3
1717	68.3
1717	68.2
1717	75.1
1717	68.3
1717	68.3
1717	68.3
1717	68.3
1717	68.3
1717	73.3
1717	68.3
1717	68.3
1717	68.3
1818	136.6
1818	141.6
1818	136.6
1818	143.8
1818	136.6
1818	136.6
1818	143.8
1818	136.5
1818	140.1
1818	143.9
1818	136.5
1818	136.5
1818	141.9
1818	136.5
1818	136.6
1919	276.6
1919	276.7
1919	273.1
1919	276.4
1919	276.7
1919	273.2
1919	276.3
1919	276.7
1919	276.5
1919	273.1
1919	276.6
1919	276.7
1919	273
1919	276.4
1919	276.6
2020	557.2
2020	549.8
2020	553.1
2020	549.8
2020	556.6
2020	552.7
2020	549.4
2020	552.9
2020	549.5
2020	553.3
2020	549.7
2020	549.6
2020	553.3
2020	549.7
2020	549.6
2121	1105.6
2121	1102.7
2121	1102.8
2121	1102.7
2121	1105.6
2121	1102.7
2121	1109.9
2121	1102.7
2121	1099.1
2121	1102.6
2121	1102.8
2121	1109.6
2121	1102.7
2121	1105.8
2121	1102.9
2222	2201.7
2222	2205.2
2222	2201.7
2222	2208.6
2222	2204.8
2222	2212
2222	2201.7
2222	2212.3
2222	2206.9
2222	2202.8
2222	2208.9
2222	2201.7
2222	2205.5
2222	2215.7
2222	2212.7
2323	4413.9
2323	4409.8
2323	4407.1
2323	4417.6
2323	4420.6
2323	4417
2323	4410
2323	4410
2323	4417.3
2323	4413.1
2323	4414.1
2323	4410.2
2323	4410.2
2323	4417.3
2323	4417.3
2424	8814.2
2424	8826.7
2424	8827.6
2424	8847.4
2424	8823.3
2424	8820.8
2424	8856.6
2424	8814.1
2424	8822
2424	8825.6
2424	8824.3
2424	8845.1
2424	8815.5
2424	9163.1
2424	8861.6
2525	17861.5
2525	17750.1
2525	17814.3
2525	17763.2
2525	17717.9
2525	17708.8
2525	17734.4
2525	17677.2
2525	17670.3
2525	17641
2525	17698.7
2525	17660.5
2525	17677.5
2525	17647.8
2525	17654.2
2626	35852.4
2626	35247.5
2626	35327.6
2626	35304.1
2626	35283.8
2626	35322.4
2626	35293.2
2626	35311.3
2626	35287.7
2626	35324.5
2626	35288.9
2626	35282.7
2626	35859
2626	35507
2626	35366.3
